Volatility 3 Framework 2.7.0

Virtual	Physical	Size	Offset in File	File output
0x914000	0x1de9a000	0x1000	0x1e7000	Disabled
0x915000	0x1e3c8000	0x1000	0x1e8000	Disabled
0x916000	0x1e04a000	0x1000	0x1e9000	Disabled
0x917000	0x1e20b000	0x1000	0x1ea000	Disabled
0x918000	0x1e0dc000	0x1000	0x1eb000	Disabled
0x919000	0x1df9f000	0x1000	0x1ec000	Disabled
0x91a000	0x1dfe4000	0x1000	0x1ed000	Disabled
0x91b000	0x1e198000	0x1000	0x1ee000	Disabled
0x91c000	0x1e114000	0x1000	0x1ef000	Disabled
0x91d000	0x1dba8000	0x1000	0x1f0000	Disabled
0x91e000	0x1de35000	0x1000	0x1f1000	Disabled
0x91f000	0x1df6c000	0x1000	0x1f2000	Disabled
0x920000	0x1dcb0000	0x1000	0x1f3000	Disabled
0x921000	0x1dcfc000	0x1000	0x1f4000	Disabled
0x922000	0x1de05000	0x1000	0x1f5000	Disabled
0x923000	0x1de39000	0x1000	0x1f6000	Disabled
0x924000	0x1e540000	0x1000	0x1f7000	Disabled
0x925000	0x1e049000	0x1000	0x1f8000	Disabled
0x926000	0x1de90000	0x1000	0x1f9000	Disabled
0x927000	0x1e0a2000	0x1000	0x1fa000	Disabled
0x928000	0x1db26000	0x1000	0x1fb000	Disabled
0x929000	0x1e118000	0x1000	0x1fc000	Disabled
0x92a000	0x1e308000	0x1000	0x1fd000	Disabled
0x92b000	0x1dfc9000	0x1000	0x1fe000	Disabled
0x92c000	0x1df8a000	0x1000	0x1ff000	Disabled
0x92d000	0x1e0ce000	0x1000	0x200000	Disabled
0x92e000	0x7255000	0x1000	0x201000	Disabled
0x92f000	0x6cd4000	0x1000	0x202000	Disabled
0x930000	0x4b53000	0x1000	0x203000	Disabled
0x931000	0x8792000	0x1000	0x204000	Disabled
0x932000	0x6e11000	0x1000	0x205000	Disabled
0x933000	0x3bd0000	0x1000	0x206000	Disabled
0x934000	0x708f000	0x1000	0x207000	Disabled
0x935000	0x710e000	0x1000	0x208000	Disabled
0x936000	0x480d000	0x1000	0x209000	Disabled
0x937000	0x438a000	0x1000	0x20a000	Disabled
0x938000	0x165c9000	0x1000	0x20b000	Disabled
0x939000	0x4808000	0x1000	0x20c000	Disabled
0x93a000	0x4f07000	0x1000	0x20d000	Disabled
0x93b000	0x4ac6000	0x1000	0x20e000	Disabled
0x93c000	0x7105000	0x1000	0x20f000	Disabled
0x93d000	0x3bc4000	0x1000	0x210000	Disabled
0x93e000	0x16403000	0x1000	0x211000	Disabled
0x93f000	0x6c02000	0x1000	0x212000	Disabled
0x940000	0xa681000	0x1000	0x213000	Disabled
0x941000	0x4700000	0x1000	0x214000	Disabled
0x942000	0x42ff000	0x1000	0x215000	Disabled
0x943000	0x44be000	0x1000	0x216000	Disabled
0x944000	0x4b3d000	0x1000	0x217000	Disabled
0x945000	0x44bc000	0x1000	0x218000	Disabled
0x946000	0x3bbb000	0x1000	0x219000	Disabled
0x947000	0x6c0c000	0x1000	0x21a000	Disabled
0x948000	0x4acb000	0x1000	0x21b000	Disabled
0x949000	0x717a000	0x1000	0x21c000	Disabled
0x94a000	0x8af9000	0x1000	0x21d000	Disabled
0x94b000	0x80b8000	0x1000	0x21e000	Disabled
0x94c000	0x42f7000	0x1000	0x21f000	Disabled
0x94d000	0x8736000	0x1000	0x220000	Disabled
0x94e000	0x4ab5000	0x1000	0x221000	Disabled
0x94f000	0x6b74000	0x1000	0x222000	Disabled
0x950000	0x80b3000	0x1000	0x223000	Disabled
0x951000	0x6b72000	0x1000	0x224000	Disabled
0x952000	0x4871000	0x1000	0x225000	Disabled
0x953000	0x6d70000	0x1000	0x226000	Disabled
0x954000	0x3aef000	0x1000	0x227000	Disabled
0x955000	0x6b6e000	0x1000	0x228000	Disabled
0x956000	0x4ead000	0x1000	0x229000	Disabled
0x957000	0x432c000	0x1000	0x22a000	Disabled
0x958000	0x4eeb000	0x1000	0x22b000	Disabled
0x959000	0x4eaa000	0x1000	0x22c000	Disabled
0x95a000	0x4be9000	0x1000	0x22d000	Disabled
0x95b000	0x3b68000	0x1000	0x22e000	Disabled
0x95c000	0x6ca7000	0x1000	0x22f000	Disabled
0x95d000	0x4866000	0x1000	0x230000	Disabled
0x95e000	0x3aa5000	0x1000	0x231000	Disabled
0x95f000	0x6ce4000	0x1000	0x232000	Disabled
0x960000	0x3ba3000	0x1000	0x233000	Disabled
0x961000	0x1b3a2000	0x1000	0x234000	Disabled
0x962000	0x7321000	0x1000	0x235000	Disabled
0x963000	0x6d60000	0x1000	0x236000	Disabled
0x964000	0x4a5f000	0x1000	0x237000	Disabled
0x965000	0x3a9e000	0x1000	0x238000	Disabled
0x966000	0x489d000	0x1000	0x239000	Disabled
0x967000	0x4b9c000	0x1000	0x23a000	Disabled
0x968000	0x6b9b000	0x1000	0x23b000	Disabled
0x969000	0x1a2da000	0x1000	0x23c000	Disabled
0x96a000	0x7319000	0x1000	0x23d000	Disabled
0x96b000	0x6fd8000	0x1000	0x23e000	Disabled
0x96c000	0x6ed7000	0x1000	0x23f000	Disabled
0x96d000	0x4796000	0x1000	0x240000	Disabled
0x96e000	0x1c4d5000	0x1000	0x241000	Disabled
0x96f000	0x6fd4000	0x1000	0x242000	Disabled
0x970000	0x4b13000	0x1000	0x243000	Disabled
0x971000	0x11592000	0x1000	0x244000	Disabled
0x972000	0x6f11000	0x1000	0x245000	Disabled
0x973000	0x122d0000	0x1000	0x246000	Disabled
0x974000	0x1b14f000	0x1000	0x247000	Disabled
0x975000	0x708e000	0x1000	0x248000	Disabled
0x976000	0x48cd000	0x1000	0x249000	Disabled
0x977000	0x4c0c000	0x1000	0x24a000	Disabled
0x978000	0x4f0b000	0x1000	0x24b000	Disabled
0x979000	0x3bca000	0x1000	0x24c000	Disabled
0x97a000	0x7389000	0x1000	0x24d000	Disabled
0x97b000	0x3bc8000	0x1000	0x24e000	Disabled
0x97c000	0x4fc7000	0x1000	0x24f000	Disabled
0x97d000	0x4906000	0x1000	0x250000	Disabled
0x97e000	0x71c5000	0x1000	0x251000	Disabled
0x97f000	0x4fc4000	0x1000	0x252000	Disabled
0x980000	0x71c3000	0x1000	0x253000	Disabled
0x981000	0x6e82000	0x1000	0x254000	Disabled
0x982000	0x8141000	0x1000	0x255000	Disabled
0x983000	0x4500000	0x1000	0x256000	Disabled
0x984000	0x4f3f000	0x1000	0x257000	Disabled
0x985000	0x6a7e000	0x1000	0x258000	Disabled
0x986000	0x80bd000	0x1000	0x259000	Disabled
0x987000	0x42fc000	0x1000	0x25a000	Disabled
0x988000	0x4efb000	0x1000	0x25b000	Disabled
0x989000	0x7f7a000	0x1000	0x25c000	Disabled
0x98a000	0x87f9000	0x1000	0x25d000	Disabled
0x98b000	0x4878000	0x1000	0x25e000	Disabled
0x98c000	0x3bb7000	0x1000	0x25f000	Disabled
0x98d000	0x4bf6000	0x1000	0x260000	Disabled
0x98e000	0x80b5000	0x1000	0x261000	Disabled
0x98f000	0x6cf4000	0x1000	0x262000	Disabled
0x990000	0x4873000	0x1000	0x263000	Disabled
0x991000	0x6c32000	0x1000	0x264000	Disabled
0x992000	0x3b71000	0x1000	0x265000	Disabled
0x993000	0x6e70000	0x1000	0x266000	Disabled
0x994000	0x3baf000	0x1000	0x267000	Disabled
0x995000	0x6c6e000	0x1000	0x268000	Disabled
0x996000	0x4ced000	0x1000	0x269000	Disabled
0x997000	0x4eec000	0x1000	0x26a000	Disabled
0x998000	0x4eab000	0x1000	0x26b000	Disabled
0x999000	0x4b6a000	0x1000	0x26c000	Disabled
0x99a000	0x4ba9000	0x1000	0x26d000	Disabled
0x99b000	0x3ba8000	0x1000	0x26e000	Disabled
0x99c000	0x6e27000	0x1000	0x26f000	Disabled
0x99d000	0x3ba6000	0x1000	0x270000	Disabled
0x99e000	0x6ae5000	0x1000	0x271000	Disabled
0x99f000	0x4ba4000	0x1000	0x272000	Disabled
0x9a0000	0x3aa3000	0x1000	0x273000	Disabled
0x9a1000	0x6ee2000	0x1000	0x274000	Disabled
0x9a2000	0x7361000	0x1000	0x275000	Disabled
0x9a3000	0x6f20000	0x1000	0x276000	Disabled
0x9a4000	0x489f000	0x1000	0x277000	Disabled
0x9a5000	0x6b9e000	0x1000	0x278000	Disabled
0x9a6000	0x80dd000	0x1000	0x279000	Disabled
0x9a7000	0x489c000	0x1000	0x27a000	Disabled
0x9b0000	0x1df52000	0x1000	0x27b000	Disabled
0x9b1000	0x1e054000	0x1000	0x27c000	Disabled
0x9b2000	0x1df17000	0x1000	0x27d000	Disabled
0x9b3000	0x1dfa4000	0x1000	0x27e000	Disabled
0x9b4000	0x1e04e000	0x1000	0x27f000	Disabled
0x9c0000	0x11cca000	0x1000	0x280000	Disabled
0xa60000	0x1d064000	0x1000	0x281000	Disabled
0xb6e000	0x1ddb9000	0x1000	0x282000	Disabled
0xb6f000	0x1a4fa000	0x1000	0x283000	Disabled
0x1000000	0x4ecb000	0x1000	0x284000	Disabled
0x1001000	0x4ac5000	0x1000	0x285000	Disabled
0x1002000	0x8801000	0x1000	0x286000	Disabled
0x1003000	0x83c0000	0x1000	0x287000	Disabled
0x1004000	0x8a40000	0x1000	0x288000	Disabled
0x5b860000	0x7fc5000	0x1000	0x289000	Disabled
0x5b861000	0x1d8bf000	0x1000	0x28a000	Disabled
0x5b862000	0x8645000	0x2000	0x28b000	Disabled
0x5b868000	0x864b000	0x1000	0x28d000	Disabled
0x5b86b000	0x864e000	0x1000	0x28e000	Disabled
0x5b8ab000	0x861e000	0x3000	0x28f000	Disabled
0x5b8ae000	0x1db55000	0x1000	0x292000	Disabled
0x5b8af000	0x134fa000	0x1000	0x293000	Disabled
0x5b8b1000	0x85e3000	0x1000	0x294000	Disabled
0x5d090000	0x7f3a000	0x1000	0x295000	Disabled
0x5d091000	0x849a000	0x5000	0x296000	Disabled
0x5d0a5000	0x84a0000	0x1000	0x29b000	Disabled
0x5d0b1000	0x84a1000	0x1000	0x29c000	Disabled
0x5d0b4000	0x8462000	0x6000	0x29d000	Disabled
0x5d0bd000	0x8468000	0x1000	0x2a3000	Disabled
0x5d0e7000	0x8469000	0x1000	0x2a4000	Disabled
0x5d0e9000	0x846a000	0x1000	0x2a5000	Disabled
0x5d0eb000	0x846b000	0x2000	0x2a6000	Disabled
0x5d0f1000	0x846d000	0x1000	0x2a8000	Disabled
0x5d0ff000	0x846e000	0x1000	0x2a9000	Disabled
0x5d102000	0x1ab12000	0x1000	0x2aa000	Disabled
0x5d103000	0x1b5e0000	0x1000	0x2ab000	Disabled
0x5d104000	0x1aadb000	0x1000	0x2ac000	Disabled
0x5d105000	0x8472000	0x1000	0x2ad000	Disabled
0x71aa0000	0x7f99000	0x1000	0x2ae000	Disabled
0x71aa1000	0x88cc000	0x2000	0x2af000	Disabled
0x71aa5000	0x1b3be000	0x1000	0x2b1000	Disabled
0x71aa6000	0x88d0000	0x1000	0x2b2000	Disabled
0x71ab0000	0x7f98000	0x1000	0x2b3000	Disabled
0x71ab1000	0x4bcd000	0x1000	0x2b4000	Disabled
0x71ab2000	0x883f000	0x1000	0x2b5000	Disabled
0x71abb000	0x88c7000	0x1000	0x2b6000	Disabled
0x71ac2000	0x88c9000	0x1000	0x2b7000	Disabled
0x71ac4000	0x71fd000	0x1000	0x2b8000	Disabled
0x71ac5000	0x88cb000	0x1000	0x2b9000	Disabled
0x71ad0000	0x7ff4000	0x1000	0x2ba000	Disabled
0x71ad1000	0x8f75000	0x2000	0x2bb000	Disabled
0x71ad4000	0x1d118000	0x1000	0x2bd000	Disabled
0x71ad5000	0x8f79000	0x1000	0x2be000	Disabled
0x769c0000	0x7fc2000	0x1000	0x2bf000	Disabled
0x769c1000	0x19c0d000	0x1000	0x2c0000	Disabled
0x769c2000	0x860f000	0x1000	0x2c1000	Disabled
0x769c4000	0x8610000	0x1000	0x2c2000	Disabled
0x769c5000	0x85d1000	0x1000	0x2c3000	Disabled
0x769fb000	0x85a9000	0x1000	0x2c4000	Disabled
0x76a5e000	0x85ab000	0x2000	0x2c5000	Disabled
0x76a61000	0x6dac000	0x1000	0x2c7000	Disabled
0x76a62000	0x1b5af000	0x1000	0x2c8000	Disabled
0x76a63000	0x85af000	0x1000	0x2c9000	Disabled
0x76a6c000	0x85b0000	0x1000	0x2ca000	Disabled
0x76bf0000	0x7f94000	0x1000	0x2cb000	Disabled
0x76bf1000	0x87fb000	0x1000	0x2cc000	Disabled
0x76bf5000	0x6db7000	0x1000	0x2cd000	Disabled
0x76bf9000	0x8b00000	0x1000	0x2ce000	Disabled
0x76d60000	0x7fb9000	0x1000	0x2cf000	Disabled
0x76d61000	0x1d444000	0x1000	0x2d0000	Disabled
0x76d62000	0x8b2f000	0x1000	0x2d1000	Disabled
0x76d64000	0x8b31000	0x3000	0x2d2000	Disabled
0x76d68000	0x8b35000	0x1000	0x2d5000	Disabled
0x76d73000	0x8b3d000	0x1000	0x2d6000	Disabled
0x76d74000	0x787b000	0x1000	0x2d7000	Disabled
0x76d75000	0x8b3f000	0x1000	0x2d8000	Disabled
0x76d77000	0x8e40000	0x1000	0x2d9000	Disabled
0x76f20000	0x7fad000	0x1000	0x2da000	Disabled
0x76f21000	0x6be0000	0x1000	0x2db000	Disabled
0x76f22000	0x8a63000	0x1000	0x2dc000	Disabled
0x76f25000	0x8a65000	0x3000	0x2dd000	Disabled
0x76f2a000	0x8a6a000	0x1000	0x2e0000	Disabled
0x76f39000	0x8a6d000	0x1000	0x2e1000	Disabled
0x76f3f000	0x8a6f000	0x2000	0x2e2000	Disabled
0x76f41000	0xfdfc000	0x1000	0x2e4000	Disabled
0x76f42000	0x10039000	0x1000	0x2e5000	Disabled
0x76f44000	0x8a73000	0x1000	0x2e6000	Disabled
0x77120000	0x7f32000	0x1000	0x2e7000	Disabled
0x77121000	0x723a000	0x1000	0x2e8000	Disabled
0x77122000	0x8265000	0x2000	0x2e9000	Disabled
0x77160000	0x8302000	0x1000	0x2eb000	Disabled
0x7719d000	0x8304000	0x3000	0x2ec000	Disabled
0x771a1000	0x1abf8000	0x1000	0x2ef000	Disabled
0x771a4000	0x830a000	0x1000	0x2f0000	Disabled
0x771b0000	0x7f38000	0x1000	0x2f1000	Disabled
0x771b1000	0x8844000	0x1000	0x2f2000	Disabled
0x771b2000	0x8436000	0x4000	0x2f3000	Disabled
0x771d0000	0x84c2000	0x2000	0x2f7000	Disabled
0x771f2000	0x84ca000	0x1000	0x2f9000	Disabled
0x77238000	0x84cd000	0x2000	0x2fa000	Disabled
0x7723b000	0x101a9000	0x1000	0x2fc000	Disabled
0x77242000	0x8492000	0x1000	0x2fd000	Disabled
0x773d0000	0x7f9e000	0x1000	0x2fe000	Disabled
0x773d1000	0x5a38000	0x1000	0x2ff000	Disabled
0x773d2000	0x88e7000	0x6000	0x300000	Disabled
0x773de000	0x88ef000	0x3000	0x306000	Disabled
0x773ed000	0x88fd000	0x1000	0x309000	Disabled
0x773ef000	0x88ff000	0x1000	0x30a000	Disabled
0x773f0000	0x8c00000	0x1000	0x30b000	Disabled
0x773f1000	0x8981000	0x1000	0x30c000	Disabled
0x773f4000	0x8984000	0x1000	0x30d000	Disabled
0x773f6000	0x8986000	0x1000	0x30e000	Disabled
0x773f9000	0x8989000	0x2000	0x30f000	Disabled
0x77403000	0x898b000	0x3000	0x311000	Disabled
0x77407000	0x898e000	0x1000	0x314000	Disabled
0x7740b000	0x898f000	0x1000	0x315000	Disabled
0x7740f000	0x8990000	0x1000	0x316000	Disabled
0x77413000	0x8953000	0x1000	0x317000	Disabled
0x77422000	0x8922000	0x1000	0x318000	Disabled
0x77446000	0x8c40000	0x1000	0x319000	Disabled
0x77447000	0x89c1000	0x1000	0x31a000	Disabled
0x7744b000	0x89c3000	0x2000	0x31b000	Disabled
0x77451000	0x89c9000	0x1000	0x31d000	Disabled
0x77456000	0x89ce000	0x1000	0x31e000	Disabled
0x7745b000	0x8993000	0x1000	0x31f000	Disabled
0x7745e000	0x8995000	0x4000	0x320000	Disabled
0x77462000	0x78f9000	0x1000	0x324000	Disabled
0x77463000	0x899a000	0x1000	0x325000	Disabled
0x774e0000	0x7f71000	0x1000	0x326000	Disabled
0x774e1000	0x1d528000	0x1000	0x327000	Disabled
0x774ed000	0x81f8000	0x1000	0x328000	Disabled
0x774fa000	0x8285000	0x4000	0x329000	Disabled
0x77530000	0x8235000	0x2000	0x32d000	Disabled
0x77572000	0x82cd000	0x1000	0x32f000	Disabled
0x775fc000	0x8298000	0x1000	0x330000	Disabled
0x775fe000	0x8299000	0x1000	0x331000	Disabled
0x77606000	0x1ac39000	0x1000	0x332000	Disabled
0x7760d000	0x8263000	0x1000	0x333000	Disabled
0x77a80000	0x8200000	0x1000	0x334000	Disabled
0x77a81000	0x11a05000	0x1000	0x335000	Disabled
0x77a82000	0x853f000	0x1000	0x336000	Disabled
0x77a84000	0x85c1000	0x6000	0x337000	Disabled
0x77ab2000	0x856b000	0x1000	0x33d000	Disabled
0x77b03000	0x8578000	0x1000	0x33e000	Disabled
0x77b05000	0x8579000	0x1000	0x33f000	Disabled
0x77b06000	0x6c2a000	0x1000	0x340000	Disabled
0x77b09000	0x857c000	0x1000	0x341000	Disabled
0x77b20000	0x7fc4000	0x1000	0x342000	Disabled
0x77b21000	0x16506000	0x1000	0x343000	Disabled
0x77b23000	0x85bc000	0x1000	0x344000	Disabled
0x77b2d000	0x88c0000	0x1000	0x345000	Disabled
0x77b2e000	0x8641000	0x1000	0x346000	Disabled
0x77b2f000	0x8b37000	0x1000	0x347000	Disabled
0x77b30000	0x8643000	0x1000	0x348000	Disabled
0x77c00000	0x7f37000	0x1000	0x349000	Disabled
0x77c01000	0x8430000	0x2000	0x34a000	Disabled
0x77c05000	0x15cab000	0x1000	0x34c000	Disabled
0x77c06000	0x8434000	0x1000	0x34d000	Disabled
0x77c10000	0x7f3c000	0x1000	0x34e000	Disabled
0x77c11000	0x84a5000	0x3000	0x34f000	Disabled
0x77c1b000	0x84a9000	0x1000	0x352000	Disabled
0x77c1e000	0x84ac000	0x2000	0x353000	Disabled
0x77c28000	0x84b1000	0x5000	0x355000	Disabled
0x77c30000	0x84b9000	0x1000	0x35a000	Disabled
0x77c34000	0x84bd000	0x1000	0x35b000	Disabled
0x77c36000	0x84bf000	0x1000	0x35c000	Disabled
0x77c37000	0x87c0000	0x1000	0x35d000	Disabled
0x77c39000	0x8542000	0x3000	0x35e000	Disabled
0x77c47000	0x854f000	0x1000	0x361000	Disabled
0x77c4a000	0x8512000	0x2000	0x362000	Disabled
0x77c4e000	0x8515000	0x1000	0x364000	Disabled
0x77c50000	0x8517000	0x1000	0x365000	Disabled
0x77c57000	0x851b000	0x6000	0x366000	Disabled
0x77c5f000	0x11bbf000	0x1000	0x36c000	Disabled
0x77c60000	0x84e3000	0x1000	0x36d000	Disabled
0x77c61000	0x7a34000	0x1000	0x36e000	Disabled
0x77c62000	0x7171000	0x1000	0x36f000	Disabled
0x77c63000	0x94ee000	0x1000	0x370000	Disabled
0x77c64000	0x84e5000	0x1000	0x371000	Disabled
0x77dd0000	0x7f6c000	0x1000	0x372000	Disabled
0x77dd1000	0x8159000	0x9000	0x373000	Disabled
0x77ddd000	0x8125000	0x5000	0x37c000	Disabled
0x77de5000	0x812d000	0x1000	0x381000	Disabled
0x77df1000	0x8139000	0x1000	0x382000	Disabled
0x77df5000	0x813d000	0x1000	0x383000	Disabled
0x77dfb000	0x81c3000	0x1000	0x384000	Disabled
0x77e01000	0x81c9000	0x1000	0x385000	Disabled
0x77e04000	0x81cc000	0x1000	0x386000	Disabled
0x77e46000	0x1b593000	0x1000	0x387000	Disabled
0x77e47000	0x816a000	0x1000	0x388000	Disabled
0x77e4b000	0x816c000	0x1000	0x389000	Disabled
0x77e70000	0x7f33000	0x1000	0x38a000	Disabled
0x77e71000	0x830b000	0x6000	0x38b000	Disabled
0x77e77000	0x82d1000	0x11000	0x391000	Disabled
0x77e88000	0x82a2000	0x1000	0x3a2000	Disabled
0x77e8a000	0x82a4000	0x4000	0x3a3000	Disabled
0x77e98000	0x82b2000	0x1000	0x3a7000	Disabled
0x77e9f000	0x82b9000	0x4000	0x3a8000	Disabled
0x77ea5000	0x9801000	0x1000	0x3ac000	Disabled
0x77eac000	0x8343000	0x1000	0x3ad000	Disabled
0x77eb1000	0x8348000	0x1000	0x3ae000	Disabled
0x77ef4000	0x8312000	0x1000	0x3af000	Disabled
0x77efb000	0x7c12000	0x1000	0x3b0000	Disabled
0x77efc000	0x8316000	0x1000	0x3b1000	Disabled
0x77f10000	0x7f6e000	0x1000	0x3b2000	Disabled
0x77f11000	0x8174000	0x7000	0x3b3000	Disabled
0x77f32000	0x8203000	0x1000	0x3ba000	Disabled
0x77f3a000	0x8204000	0x1000	0x3bb000	Disabled
0x77f3d000	0x8205000	0x1000	0x3bc000	Disabled
0x77f54000	0x4d18000	0x1000	0x3bd000	Disabled
0x77f56000	0x8208000	0x1000	0x3be000	Disabled
0x77f60000	0x7f3b000	0x1000	0x3bf000	Disabled
0x77f61000	0x1b64f000	0x1000	0x3c0000	Disabled
0x77f62000	0x8474000	0x5000	0x3c1000	Disabled
0x77f7a000	0x850b000	0x1000	0x3c6000	Disabled
0x77fa1000	0x84da000	0x1000	0x3c7000	Disabled
0x77fc9000	0x84e0000	0x2000	0x3c8000	Disabled
0x77fcb000	0x84a2000	0x1000	0x3ca000	Disabled
0x77fcd000	0x18876000	0x1000	0x3cb000	Disabled
0x77fce000	0x84a4000	0x1000	0x3cc000	Disabled
0x77fe0000	0x7f3e000	0x1000	0x3cd000	Disabled
0x77fe1000	0x84f0000	0x2000	0x3ce000	Disabled
0x77fe7000	0x84f6000	0x1000	0x3d0000	Disabled
0x77fee000	0x11cbd000	0x1000	0x3d1000	Disabled
0x77fef000	0x84f9000	0x1000	0x3d2000	Disabled
0x7c800000	0x7f70000	0x1000	0x3d3000	Disabled
0x7c801000	0x81d2000	0x10000	0x3d4000	Disabled
0x7c811000	0x81a2000	0x8000	0x3e4000	Disabled
0x7c81f000	0x81b0000	0x1000	0x3ec000	Disabled
0x7c82e000	0x81bb000	0x5000	0x3ed000	Disabled
0x7c834000	0x8241000	0x2000	0x3f2000	Disabled
0x7c840000	0x824a000	0x1000	0x3f4000	Disabled
0x7c843000	0x824d000	0x2000	0x3f5000	Disabled
0x7c84e000	0x8212000	0x1000	0x3f7000	Disabled
0x7c863000	0x821d000	0x1000	0x3f8000	Disabled
0x7c885000	0x8fb5000	0x1000	0x3f9000	Disabled
0x7c886000	0x8fb9000	0x1000	0x3fa000	Disabled
0x7c887000	0x4cf7000	0x1000	0x3fb000	Disabled
0x7c900000	0x6cdb000	0x1000	0x3fc000	Disabled
0x7c901000	0x4907000	0x6000	0x3fd000	Disabled
0x7c908000	0x490e000	0x3000	0x403000	Disabled
0x7c90b000	0x48d1000	0x1000	0x406000	Disabled
0x7c90c000	0x19399000	0x1000	0x407000	Disabled
0x7c90d000	0x709a000	0x1000	0x408000	Disabled
0x7c90e000	0x48d4000	0xd000	0x409000	Disabled
0x7c91b000	0x48a1000	0x9000	0x416000	Disabled
0x7c925000	0x48ab000	0x2000	0x41f000	Disabled
0x7c929000	0x48af000	0x2000	0x421000	Disabled
0x7c934000	0x48ba000	0x3000	0x423000	Disabled
0x7c941000	0x4943000	0x1000	0x426000	Disabled
0x7c946000	0x4945000	0x1000	0x427000	Disabled
0x7c94f000	0x494a000	0x1000	0x428000	Disabled
0x7c958000	0x494b000	0x1000	0x429000	Disabled
0x7c97b000	0x8fbd000	0x1000	0x42a000	Disabled
0x7c97c000	0x877c000	0x1000	0x42b000	Disabled
0x7c97d000	0xdbbe000	0x1000	0x42c000	Disabled
0x7c97e000	0x4950000	0x1000	0x42d000	Disabled
0x7c97f000	0x1d894000	0x1000	0x42e000	Disabled
0x7c9c0000	0x7f34000	0x1000	0x42f000	Disabled
0x7c9c1000	0x6d90000	0x1000	0x430000	Disabled
0x7c9c5000	0x831a000	0x1000	0x431000	Disabled
0x7c9cf000	0x82e4000	0x1000	0x432000	Disabled
0x7c9d2000	0x82e7000	0x1000	0x433000	Disabled
0x7c9e7000	0x82f2000	0x3000	0x434000	Disabled
0x7ca25000	0x8323000	0x5000	0x437000	Disabled
0x7ca62000	0x83c9000	0x1000	0x43c000	Disabled
0x7cbb9000	0x8365000	0x1000	0x43d000	Disabled
0x7cbbc000	0x8366000	0x1000	0x43e000	Disabled
0x7cbcf000	0x6bb5000	0x1000	0x43f000	Disabled
0x7cbd0000	0x1d99c000	0x1000	0x440000	Disabled
0x7cbd1000	0x1d71e000	0x1000	0x441000	Disabled
0x7cbd2000	0x1db8b000	0x1000	0x442000	Disabled
0x7cbd3000	0x1da4c000	0x1000	0x443000	Disabled
0x7cbd4000	0x1da5d000	0x1000	0x444000	Disabled
0x7cbdc000	0x8370000	0x1000	0x445000	Disabled
0x7cbe0000	0x8373000	0x1000	0x446000	Disabled
0x7e410000	0x7f76000	0x1000	0x447000	Disabled
0x7e411000	0x83ed000	0xb000	0x448000	Disabled
0x7e424000	0x8700000	0x1000	0x453000	Disabled
0x7e42b000	0x8487000	0x2000	0x454000	Disabled
0x7e44f000	0x8457000	0x1000	0x456000	Disabled
0x7e471000	0x8bc1000	0x1000	0x457000	Disabled
0x7e473000	0x845c000	0x1000	0x458000	Disabled
0x7f6f0000	0xcc0e000	0x1000	0x459000	Disabled
0x7f6f2000	0xcb90000	0x1000	0x45a000	Disabled
0x7ffb0000	0x2a6a000	0x1000	0x45b000	Disabled
0x7ffb2000	0x2a6c000	0x1000	0x45c000	Disabled
0x7ffc1000	0x2a7b000	0x1000	0x45d000	Disabled
0x7ffd2000	0x2acc000	0x2000	0x45e000	Disabled
0x7ffda000	0x1dedb000	0x1000	0x460000	Disabled
0x7ffdb000	0x6e83000	0x1000	0x461000	Disabled
0x7ffdc000	0x8149000	0x1000	0x462000	Disabled
0x7ffdd000	0x100c6000	0x1000	0x463000	Disabled
0x7ffde000	0x1334c000	0x1000	0x464000	Disabled
0x7ffe0000	0x41000	0x1000	0x465000	Disabled
0x80004000	0x4000	0x1a000	0x466000	Disabled
0x80039000	0x39000	0xc000	0x480000	Disabled
0x8009f000	0x9f000	0x29f000	0x48c000	Disabled
0x80400000	0x400000	0x400000	0x72b000	Disabled
0x80e00000	0x1000000	0x1600000	0xb2b000	Disabled
0xb205a000	0x3ae0000	0x1000	0x212b000	Disabled
0xb205b000	0x38df000	0x1000	0x212c000	Disabled
0xb205c000	0x1b0ae000	0x1000	0x212d000	Disabled
0xb2105000	0x16513000	0x1000	0x212e000	Disabled
0xb2106000	0x1ef52000	0x1000	0x212f000	Disabled
0xb2107000	0x17174000	0x1000	0x2130000	Disabled
0xb2117000	0x880a000	0x1000	0x2131000	Disabled
0xb2127000	0x8455000	0x1000	0x2132000	Disabled
0xb2137000	0x7d03000	0x1000	0x2133000	Disabled
0xb2147000	0x1179f000	0x1000	0x2134000	Disabled
0xb2167000	0x9453000	0x1000	0x2135000	Disabled
0xb2175000	0x46c1000	0x1000	0x2136000	Disabled
0xb2176000	0x4306000	0x1000	0x2137000	Disabled
0xb2177000	0x1b090000	0x1000	0x2138000	Disabled
0xb2185000	0x41ab000	0x1000	0x2139000	Disabled
0xb2186000	0x3970000	0x1000	0x213a000	Disabled
0xb2187000	0x1ab7f000	0x1000	0x213b000	Disabled
0xb219f000	0xa803000	0x1000	0x213c000	Disabled
0xb21a5000	0xcbf7000	0x1000	0x213d000	Disabled
0xb21a6000	0x1cd36000	0x1000	0x213e000	Disabled
0xb21a7000	0x72f3000	0x1000	0x213f000	Disabled
0xb21af000	0x52f1000	0x1000	0x2140000	Disabled
0xb21b1000	0x1a497000	0x1000	0x2141000	Disabled
